,location,size,total_sqft,bath,price
2983,8th Phase JP Nagar,2.0,1098.0,2.0,43.91
2984,Banashankari,3.0,1900.0,2.0,170.0
2985,other,3.0,1460.0,3.0,88.0
2986,Frazer Town,3.0,2350.0,4.0,285.0
2987,Horamavu Banaswadi,5.0,1600.0,5.0,140.0
2988,Varthur,2.0,1091.0,2.0,32.0
2990,Kanakpura Road,2.0,1366.0,3.0,76.85
2991,other,3.0,1685.0,3.0,95.0
2992,Koramangala,2.0,1260.0,2.0,100.0
2993,Whitefield,3.0,3010.0,3.0,200.0
2994,Ramamurthy Nagar,3.0,1330.0,4.0,140.0
2995,Mallasandra,2.0,1200.0,2.0,130.0
2996,Whitefield,2.0,1346.0,2.0,96.17
2997,Chandapura,1.0,630.0,1.0,13.86
2998,Sarjapur  Road,3.0,1476.0,2.0,98.94
2999,7th Phase JP Nagar,3.0,1850.0,3.0,140.0
3000,Frazer Town,5.0,2350.0,2.0,423.0
3003,Parappana Agrahara,2.0,1194.0,2.0,46.0
3005,Hebbal,4.0,4235.0,4.0,365.0
3006,other,1.0,800.0,1.0,52.0
3007,Rachenahalli,3.0,2250.0,3.0,195.0
3008,Vijayanagar,2.0,1352.0,2.0,68.0
3009,Thanisandra,3.0,2002.0,3.0,112.0
3011,Kaval Byrasandra,2.0,1060.0,2.0,45.0
3013,Raja Rajeshwari Nagar,2.0,1196.0,2.0,51.15
3015,Electronics City Phase 1,3.0,1595.0,3.0,75.0
3016,Banashankari,2.0,1260.0,2.0,75.0
3017,Hebbal,2.0,1100.0,2.0,47.0
3018,Frazer Town,2.0,1550.0,2.0,140.0
3019,ISRO Layout,2.0,1180.0,2.0,52.0
3021,Akshaya Nagar,3.0,1662.0,3.0,85.0
3022,Hennur,2.0,1285.0,2.0,60.0
3024,Ambedkar Nagar,3.0,1862.0,3.0,119.0
3025,Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.0
3030,Ambedkar Nagar,5.0,5530.0,5.0,627.0
3034,Nagavarapalya,2.0,1392.0,2.0,99.0
3035,Jakkur,3.0,1798.0,3.0,120.0
3036,Babusapalaya,3.0,1675.0,3.0,75.0
3037,other,2.0,792.0,2.0,70.0
3040,Hebbal,3.0,1700.0,3.0,124.0
3041,Hulimavu,2.0,1248.0,2.0,69.0
3043,Sultan Palaya,2.0,1100.0,2.0,40.0
3044,Vijayanagar,3.0,1527.0,3.0,115.0
3046,Kanakpura Road,1.0,525.0,1.0,25.0
3047,Kaggadasapura,2.0,1100.0,2.0,58.0
3048,Seegehalli,2.0,1118.0,2.0,37.5
3049,Kanakapura,3.0,1476.0,3.0,75.0
3052,Ambalipura,2.0,1332.0,2.0,79.0
3053,Hennur Road,2.0,1350.0,2.0,49.0
3055,Haralur Road,2.0,1243.0,2.0,46.0
3056,NGR Layout,2.0,1105.0,2.0,49.73
3057,Padmanabhanagar,3.0,1500.0,2.0,200.0
3058,Kasavanhalli,2.0,1200.0,2.0,50.0
3059,Ramagondanahalli,2.0,1251.0,2.0,47.4
3060,Kambipura,2.0,883.0,2.0,45.0
3062,Rajaji Nagar,3.0,1800.0,3.0,260.0
3063,Hegde Nagar,3.0,1703.0,3.0,113.0
3064,NRI Layout,5.0,2500.0,5.0,130.0
3065,Varthur,3.0,1250.0,3.0,71.0
3066,Jigani,2.0,933.0,2.0,43.0
3067,other,1.0,461.82,1.0,31.7
3068,Brookefield,2.0,1262.0,2.0,75.0
3069,Yelahanka,2.0,915.0,2.0,48.0
3071,Malleshpalya,2.0,1210.0,2.0,55.0
3072,Kodihalli,3.0,2392.0,4.0,260.0
3073,other,3.0,1500.0,2.0,85.0
3075,Rajaji Nagar,4.0,3100.0,4.0,570.0
3077,Sarjapura - Attibele Road,4.0,1800.0,4.0,110.0
3079,Uttarahalli,3.0,1300.0,2.0,55.0
3080,Vijayanagar,2.0,989.0,2.0,60.0
3081,Jakkur,2.0,1300.0,2.0,85.0
3084,Marathahalli,2.0,1045.0,2.0,60.0
3088,Ulsoor,3.0,1500.0,2.0,125.0
3091,Hennur Road,2.0,1385.0,2.0,83.09
3093,Lakshminarayana Pura,2.0,1149.0,2.0,75.0
3094,Sarjapur  Road,3.0,2180.0,3.0,170.0
3098,Hulimavu,3.0,1818.0,3.0,135.0
3100,Rajaji Nagar,3.0,1640.0,3.0,241.0
3102,Chandapura,2.0,630.0,1.0,27.0
3103,Hoodi,2.0,1430.0,2.0,113.0
3104,Nagavara,3.0,2430.0,4.0,180.0
3106,Sarjapur  Road,2.0,1084.0,2.0,55.0
3109,Haralur Road,4.0,3400.0,5.0,240.0
3111,Iblur Village,4.0,3596.0,5.0,282.0
3112,Raja Rajeshwari Nagar,2.0,1295.0,2.0,70.0
3113,Kasavanhalli,3.0,1000.0,4.0,110.0
3114,other,3.0,2820.0,3.0,285.0
3117,Hebbal,4.0,4772.0,6.0,510.0
3118,Rajaji Nagar,2.0,1370.0,2.0,170.0
3120,JP Nagar,2.0,1200.0,2.0,62.0
3121,Gunjur,4.0,2000.0,3.0,95.0
3122,9th Phase JP Nagar,4.0,3500.0,4.0,300.0
3124,Kengeri,4.0,2400.0,5.0,253.0
3126,other,3.0,1950.0,3.0,130.0
3127,Somasundara Palya,2.0,1178.0,2.0,73.0
3129,Begur Road,2.0,1160.0,2.0,42.0
3130,Jigani,2.0,918.0,2.0,55.0
3131,Electronic City,3.0,1563.0,3.0,91.84
3133,other,3.0,1350.0,2.0,140.0
3134,Hebbal,4.0,3960.0,5.0,386.0
3135,Begur Road,2.0,1240.0,2.0,39.06
3136,Kaggadasapura,2.0,1325.0,2.0,50.0
3137,Sonnenahalli,2.0,1100.0,2.0,44.0
3141,Somasundara Palya,2.0,1260.0,2.0,60.0
3145,Arekere,3.0,1445.0,2.0,125.0
3146,Murugeshpalya,3.0,1550.0,3.0,74.0
3147,Electronics City Phase 1,3.0,1515.0,2.0,80.91
3148,Hosa Road,3.0,1332.0,2.0,86.12
3149,Electronic City,3.0,1652.0,3.0,70.0
3150,Hegde Nagar,3.0,1570.0,3.0,105.0
3152,Sector 2 HSR Layout,1.0,794.0,1.0,60.0
3153,Seegehalli,3.0,1200.0,2.0,62.0
3154,7th Phase JP Nagar,4.0,3600.0,3.0,410.0
3155,Hosakerehalli,3.0,1200.0,3.0,175.0
3156,JP Nagar,4.0,1650.0,3.0,220.0
3158,HRBR Layout,3.0,2800.0,3.0,250.0
3159,Sarjapur  Road,3.0,1750.0,3.0,110.0
3160,Hebbal,2.0,1053.0,2.0,48.0
3163,other,4.0,4051.0,4.0,345.0
3165,Bommasandra,3.0,1447.0,3.0,80.0
3166,Balagere,2.0,1012.0,2.0,75.0
3168,Narayanapura,2.0,1308.0,2.0,92.66
3169,Green Glen Layout,4.0,3250.0,4.0,230.0
3173,Gunjur,2.0,1140.0,2.0,49.11
3174,Jakkur,4.0,3181.0,4.0,260.5
3175,Uttarahalli,3.0,1250.0,2.0,55.0
3177,Ambedkar Nagar,2.0,1424.0,2.0,90.0
3178,Garudachar Palya,3.0,1320.0,2.0,60.6
3179,Akshaya Nagar,3.0,1662.0,3.0,85.5
3181,Begur Road,2.0,1200.0,2.0,45.0
3182,Koramangala,3.0,1975.0,3.0,210.0
3183,Garudachar Palya,3.0,1295.0,2.0,59.5
3184,Battarahalli,3.0,1777.0,3.0,100.0
3185,Kadugodi,3.0,1900.0,3.0,108.0
3187,Sompura,2.0,1020.0,2.0,41.0
3188,other,3.0,2100.0,3.0,170.0
3189,Raja Rajeshwari Nagar,1.0,648.0,1.0,31.75
3190,Neeladri Nagar,3.0,1167.0,2.0,38.0
3192,Hoodi,2.0,1220.0,2.0,50.89
3193,Kogilu,3.0,2350.0,5.0,327.0
3194,Vittasandra,2.0,1259.0,2.0,67.4
3196,8th Phase JP Nagar,3.0,1800.0,3.0,80.0
3197,other,3.0,1991.0,3.0,160.0
3198,Bannerghatta,3.0,1665.0,3.0,110.0
3201,Banashankari,2.0,1170.0,2.0,46.79
3203,Old Airport Road,2.0,1075.0,2.0,60.0
3204,Electronic City,2.0,1025.0,2.0,54.5
3206,Thanisandra,3.0,2000.0,3.0,99.0
3207,Whitefield,4.0,2500.0,4.0,155.0
3208,Mallasandra,2.0,1325.0,2.0,70.0
3209,Kadugodi,2.0,1314.0,2.0,68.2
3210,Kanakpura Road,3.0,2265.0,3.0,136.0
3211,7th Phase JP Nagar,7.0,4800.0,7.0,170.0
3215,KR Puram,2.0,1192.5,2.0,51.22
3216,Hebbal,2.0,1420.0,2.0,99.39
3218,JP Nagar,2.0,1300.0,2.0,90.87
3219,Rajaji Nagar,2.0,1216.0,2.0,97.16
3220,other,4.0,3000.0,4.0,342.0
3221,Begur,3.0,1559.0,3.0,63.0
3222,Harlur,2.0,1290.0,2.0,87.0
3224,Whitefield,1.0,905.0,1.0,55.0
3226,Sarjapura - Attibele Road,2.0,829.0,2.0,22.8
3227,Koramangala,2.0,1900.0,2.0,200.0
3230,Channasandra,2.0,1115.0,2.0,33.45
3231,Rajaji Nagar,3.0,2409.0,3.0,360.0
3232,Ambedkar Nagar,3.0,2150.0,4.0,125.0
3235,Hosakerehalli,5.0,2400.0,5.0,250.0
3240,Subramanyapura,2.0,1313.0,2.0,66.5
3241,Attibele,4.0,3640.0,4.0,275.0
3242,other,3.0,1693.0,3.0,108.0
3244,other,3.0,1200.0,3.0,200.0
3245,Subramanyapura,3.0,1255.0,2.0,79.0
3250,Uttarahalli,3.0,1700.0,3.0,88.0
3251,Harlur,3.0,1749.0,3.0,115.0
3252,Dasanapura,2.0,1500.0,3.0,65.0
3254,Akshaya Nagar,2.0,1280.0,2.0,60.0
3256,Ramagondanahalli,3.0,1610.0,2.0,115.0
3258,TC Palaya,2.0,1200.0,2.0,66.0
3259,9th Phase JP Nagar,2.0,1127.0,2.0,50.0
3260,Indira Nagar,2.0,1210.0,2.0,102.0
3262,Thigalarapalya,4.0,4190.0,4.0,380.0
3264,Whitefield,4.0,2268.0,3.0,146.0
3265,other,3.0,1150.0,2.0,77.5
3267,Magadi Road,2.0,1345.0,2.0,55.0
3269,Kengeri,2.0,750.0,2.0,36.0
3271,Pattandur Agrahara,2.0,1247.0,2.0,59.8
3273,Kaggalipura,2.0,950.0,2.0,48.0
3277,Marathahalli,2.0,1215.0,2.0,58.86
3278,other,1.0,900.0,1.0,30.0
3279,Hennur Road,3.0,2350.0,3.0,174.0
3281,other,3.0,1672.0,3.0,150.0
3282,Laggere,5.0,2800.0,5.0,125.0
3287,Bommasandra,2.0,920.0,2.0,37.46
3288,Sarjapur  Road,3.0,1200.0,3.0,70.0
3289,other,3.0,1250.0,3.0,139.0
3290,Hosakerehalli,3.0,1817.0,4.0,153.0
3291,Cooke Town,5.0,2043.0,6.0,375.0
3292,HSR Layout,2.0,1140.0,2.0,46.0
3293,Yelahanka,4.0,4346.0,4.0,450.0
3294,Haralur Road,2.0,1464.0,2.0,56.0
3295,other,2.0,1468.0,3.0,130.0
3296,Electronics City Phase 1,3.0,1555.0,2.0,82.0
3299,Kadubeesanahalli,2.0,970.0,2.0,35.0
3302,Konanakunte,3.0,2779.0,3.0,317.0
3303,Electronic City,3.0,1350.0,3.0,58.0
3307,Kodichikkanahalli,3.0,1495.0,2.0,75.0
3308,Indira Nagar,2.0,1224.0,2.0,105.0
3309,Banashankari Stage III,3.0,1350.0,2.0,68.0
3310,Green Glen Layout,2.0,940.0,2.0,56.8
3311,Raja Rajeshwari Nagar,2.0,1100.0,2.0,55.0
3312,Kaikondrahalli,2.0,1300.0,2.0,61.0
3313,other,3.0,1480.0,2.0,145.0
3314,Hoodi,2.0,1105.0,2.0,46.37
3315,Sarjapur  Road,3.0,2600.0,3.0,200.0
3316,Yelahanka,3.0,1517.0,3.0,76.3
3317,Horamavu Banaswadi,6.0,3800.0,8.0,200.0
3321,Marathahalli,2.0,1365.0,2.0,73.0
3323,CV Raman Nagar,2.0,1392.0,2.0,98.0
3324,Kodigehalli,2.0,1086.0,2.0,33.66
3325,Hennur Road,3.0,1586.0,3.0,93.94
3326,Hennur,2.0,1100.0,2.0,60.0
3327,Electronic City Phase II,2.0,1065.0,2.0,30.75
3328,TC Palaya,3.0,1500.0,2.0,120.0
3329,7th Phase JP Nagar,3.0,1575.0,2.0,120.0
3330,Hennur Road,3.0,1975.0,3.0,123.0
3332,Gubbalala,3.0,1745.0,3.0,110.0
3333,Nagarbhavi,2.0,1223.0,2.0,60.0
3334,Ananth Nagar,3.0,1200.0,2.0,65.0
3335,Basaveshwara Nagar,2.0,1200.0,2.0,90.0
3336,Binny Pete,1.0,665.0,1.0,46.08
3337,Bharathi Nagar,2.0,1351.0,2.0,70.0
3338,Hebbal,3.0,1355.0,3.0,83.87
3341,Amruthahalli,2.0,900.0,2.0,60.0
3343,Harlur,4.0,3385.0,4.0,260.0
3346,other,3.0,2280.0,3.0,285.0
3348,Hoodi,2.0,1247.0,2.0,53.0
3349,other,3.0,2000.0,3.0,200.0
3350,Balagere,2.0,1020.07,2.0,68.38
3353,Garudachar Palya,2.0,1150.0,2.0,52.8
3355,Babusapalaya,2.0,1141.0,2.0,46.0
3357,Doddaballapur,4.0,4200.0,4.0,325.0
3358,Hosa Road,3.0,1665.0,2.0,125.0
3359,Kanakapura,2.0,1295.0,2.0,64.0
3360,Haralur Road,2.0,1230.0,2.0,78.0
3361,other,3.0,1080.0,2.0,75.0
3362,Kaggalipura,2.0,1000.0,2.0,60.0
3364,Whitefield,1.0,630.5,1.0,32.79
3365,Rayasandra,3.0,1708.0,3.0,75.0
3366,Thanisandra,3.0,1697.0,3.0,115.0
3368,Hosa Road,1.0,615.0,1.0,28.29
3369,Banashankari,3.0,1350.0,2.0,83.0
3371,Jalahalli,2.0,1083.0,2.0,32.49
3372,Gottigere,3.0,1460.0,2.0,65.0
3373,Babusapalaya,2.0,1084.0,2.0,58.0
3374,Bommasandra,2.0,1035.0,2.0,41.43
3375,other,3.0,2400.0,2.0,150.0
3376,Hosur Road,1.0,460.0,1.0,21.0
3380,Sarjapur,3.0,1200.0,3.0,78.0
3382,Hegde Nagar,3.0,1801.0,3.0,140.0
3383,Whitefield,3.0,1697.0,3.0,115.0
3384,AECS Layout,2.0,1199.0,2.0,65.0
3385,Iblur Village,3.0,2300.0,3.0,220.0
3390,Anandapura,2.0,1200.0,2.0,67.0
3391,Subramanyapura,2.0,1050.0,2.0,41.0
3392,Nagarbhavi,2.0,956.0,2.0,49.0
3393,Sarjapur,2.0,1000.0,2.0,30.0
3394,other,3.0,1596.0,3.0,95.0
3396,Kanakpura Road,2.0,1296.0,2.0,89.06
3398,other,3.0,1639.0,3.0,123.0
3399,Electronic City Phase II,2.0,1219.0,2.0,61.25
3401,Bannerghatta Road,2.0,1218.0,2.0,73.0
3404,2nd Phase Judicial Layout,1.0,525.0,1.0,26.0
3407,Ramagondanahalli,2.0,920.0,2.0,65.0
3408,Dommasandra,4.0,2700.0,3.0,68.0
3409,other,3.0,1740.0,3.0,199.0
3411,Lingadheeranahalli,3.0,1530.0,2.0,90.0
3412,other,3.0,1372.0,2.0,90.0
3415,Jakkur,3.0,1950.0,3.0,131.0
3419,Vijayanagar,2.0,1380.0,2.0,225.0
3422,Uttarahalli,2.0,1085.0,2.0,43.0
3424,Bhoganhalli,4.0,1451.5,4.0,121.0
3428,Bellandur,2.0,1286.0,2.0,57.0
3430,Bellandur,4.0,3016.0,4.0,230.0
3431,Haralur Road,2.0,1000.0,2.0,44.0
3433,other,4.0,1200.0,3.0,95.0
3434,Lakshminarayana Pura,2.0,1336.0,2.0,100.0
3435,Yeshwanthpur,1.0,673.0,1.0,36.85
3436,Anandapura,2.0,1200.0,2.0,58.0
3438,Malleshwaram,3.0,1600.0,3.0,160.0
3441,other,3.0,2500.0,3.0,270.0
3443,Sector 2 HSR Layout,2.0,1143.0,2.0,65.0
3445,other,4.0,1584.0,3.0,145.0
3447,Koramangala,3.0,2292.0,3.0,286.0
3448,Kothanur,3.0,1460.0,3.0,71.0
3451,Sanjay nagar,5.0,3300.0,3.0,250.0
3452,Chikkalasandra,2.0,1230.0,2.0,48.0
3453,Yelahanka New Town,1.0,650.0,1.0,20.0
3454,Benson Town,2.0,1480.0,2.0,120.0
3456,other,3.0,1570.0,3.0,115.0
3457,other,3.0,3000.0,3.0,400.0
3460,Sarjapur  Road,4.0,4000.0,5.0,600.0
3461,Ramamurthy Nagar,2.0,1100.0,2.0,68.0
3462,Kathriguppe,3.0,1350.0,2.0,87.01
3463,Kasavanhalli,3.0,1719.0,3.0,116.0
3464,Budigere,1.0,664.0,1.0,35.0
3465,Sonnenahalli,2.0,1011.0,2.0,50.53
3468,Yeshwanthpur,2.0,717.0,2.0,49.475
3470,Whitefield,3.0,1520.0,2.0,150.0
3472,Kothanur,3.0,1760.0,3.0,150.0
3473,Pattandur Agrahara,2.0,875.0,2.0,33.0
3474,Hennur,2.0,1231.0,2.0,48.0
3475,Somasundara Palya,2.0,1174.0,2.0,74.0
3476,Munnekollal,3.0,1560.0,3.0,75.0
3478,Kanakpura Road,3.0,2200.0,3.0,130.0
3479,Shivaji Nagar,2.0,850.0,2.0,55.0
3480,other,3.0,1750.0,3.0,180.0
3482,other,2.0,1500.0,1.0,160.0
3483,other,6.0,2100.0,6.0,275.0
3484,Kodihalli,3.0,2408.0,4.0,260.0
3486,Indira Nagar,3.0,2070.0,3.0,225.0
3489,Mahalakshmi Layout,4.0,1575.0,5.0,158.0
3490,Kodichikkanahalli,4.0,3250.0,4.0,180.0
3491,Uttarahalli,2.0,1175.0,2.0,47.0
3492,Channasandra,2.0,1030.0,2.0,34.5
3493,Hebbal,2.0,1440.0,2.0,115.0
3494,Hoodi,2.0,1500.0,2.0,84.0
3497,other,1.0,705.0,1.0,36.5
3498,Harlur,3.0,2240.0,5.0,155.0
3499,Hegde Nagar,3.0,1584.01,3.0,103.0
3500,other,3.0,1340.0,3.0,77.0
3502,R.T. Nagar,2.0,1200.0,2.0,45.0
3503,Sarjapur  Road,1.0,685.0,1.0,40.0
3507,Kodichikkanahalli,2.0,1125.0,2.0,52.0
3508,Hebbal,2.0,1100.0,2.0,54.0
3509,Jigani,3.0,2400.0,3.0,149.0
3514,Ambedkar Nagar,4.0,3530.0,4.0,290.0
3515,HSR Layout,2.0,1185.0,2.0,60.0
3516,other,2.0,1200.0,2.0,216.0
3517,Hennur,2.0,1255.0,2.0,58.0
3518,Rajaji Nagar,4.0,3436.0,6.0,475.0
3519,Kudlu Gate,3.0,1335.0,3.0,89.0
3520,Dodda Nekkundi,3.0,1999.0,3.0,132.0
3521,other,2.0,1200.0,2.0,125.0
3522,Kundalahalli,3.0,1397.0,3.0,110.0
3524,Cooke Town,4.0,3950.0,4.0,450.0
3525,Yelahanka New Town,2.0,1200.0,2.0,130.0
3526,Chikka Tirupathi,3.0,1616.0,3.0,95.0
3528,other,4.0,1270.0,2.0,175.0
3529,Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.55
3530,Kanakpura Road,1.0,525.0,1.0,30.0
3531,Varthur,3.0,1200.0,2.0,98.0
3532,other,1.0,700.0,1.0,162.0
3533,Balagere,2.0,1205.47,2.0,81.0
3534,other,3.0,1200.0,3.0,130.0
3535,Electronic City,3.0,1700.0,3.0,75.0
3540,Thanisandra,1.0,923.0,1.0,60.84
3541,other,4.0,3595.0,6.0,360.0
3542,Green Glen Layout,2.0,1050.0,2.0,48.0
3544,Hennur Road,3.0,1664.0,2.0,93.865
3548,Indira Nagar,1.0,500.0,1.0,70.0
3553,Thanisandra,3.0,1743.0,3.0,93.25
3555,other,3.0,2500.0,3.0,425.0
3556,Mysore Road,3.0,1512.0,2.0,110.0
3557,other,4.0,3100.0,5.0,385.0
3562,other,4.0,1200.0,4.0,150.0
3563,Sarjapura - Attibele Road,3.0,2400.0,3.0,85.0
3564,Hormavu,2.0,1141.0,2.0,44.4
3565,Anandapura,2.0,1151.0,2.0,43.1
3568,other,3.0,3259.0,3.0,270.0
3569,Bannerghatta Road,2.0,1115.0,2.0,65.12
3571,Kaggadasapura,2.0,1200.0,2.0,53.0
3572,Singasandra,2.0,1300.0,2.0,65.0
3573,Bellandur,2.0,1457.0,2.0,85.0
3574,Kannamangala,2.0,1262.0,2.0,55.0
3576,Ananth Nagar,2.0,900.0,2.0,22.5
3577,Attibele,1.0,420.0,1.0,17.0
3578,Kanakapura,2.0,1160.0,2.0,46.39
3579,Kasavanhalli,2.0,1115.0,2.0,50.0
3580,JP Nagar,3.0,1315.0,2.0,85.4
3581,Babusapalaya,2.0,1500.0,2.0,57.0
3582,HSR Layout,2.0,1127.0,2.0,68.0
3583,Kundalahalli,3.0,1397.0,3.0,104.0
3585,Sompura,2.0,1090.0,2.0,28.0
3586,Sarjapur  Road,3.0,2720.0,5.0,210.0
3587,Jakkur,2.0,1230.0,2.0,76.0
3590,Talaghattapura,3.0,1868.0,3.0,121.0
3591,Uttarahalli,3.0,1689.28,3.0,91.2
3595,Tindlu,2.0,1350.0,2.0,100.0
3596,Channasandra,6.0,4200.0,6.0,180.0
3597,Uttarahalli,3.0,1310.0,2.0,85.0
3600,Kundalahalli,3.0,1397.0,3.0,108.0
3601,Sarjapur,2.0,1157.0,2.0,40.0
3602,Kasavanhalli,2.0,1125.0,2.0,61.2
3603,Sonnenahalli,2.0,1157.0,2.0,42.0
3604,Sarjapur  Road,2.0,1241.0,2.0,82.0
3605,Binny Pete,1.0,660.0,1.0,62.0
3607,Rajiv Nagar,4.0,2340.0,4.0,148.0
3608,other,1.0,596.0,1.0,42.0
3610,other,4.0,1200.0,4.0,110.0
3611,other,3.0,1910.0,3.0,190.0
3612,Brookefield,2.0,1139.0,2.0,80.0
3614,Sarjapura - Attibele Road,2.0,1033.0,2.0,28.41
3616,Chandapura,2.0,877.0,2.0,42.0
3617,Electronics City Phase 1,2.0,1340.0,2.0,75.0
3620,other,3.0,1750.0,3.0,149.0
3624,other,2.0,1300.0,2.0,129.0
3625,7th Phase JP Nagar,3.0,1850.0,3.0,150.0
3626,other,3.0,1490.0,2.0,88.0
3628,Hormavu,2.0,1130.0,2.0,42.3
3629,Yelachenahalli,2.0,1080.0,2.0,55.0
3633,Hennur Road,3.0,1290.0,2.0,94.5
3634,Hosa Road,3.0,1318.0,2.0,85.28
3635,Electronic City,2.0,1128.0,2.0,68.0
3637,Kanakpura Road,2.0,1051.0,2.0,56.74
3638,Kengeri,3.0,3500.0,5.0,275.0
3640,Yelahanka,2.0,1327.0,2.0,85.0
3643,other,1.0,650.0,1.0,30.0
3644,Varthur,3.0,1200.0,3.0,67.75
3645,other,3.0,1500.0,2.0,89.99
3646,other,4.0,2700.0,6.0,675.0
3647,other,4.0,1350.0,4.0,145.0
3648,Electronic City Phase II,2.0,1000.0,2.0,28.88
3650,Jakkur,3.0,1819.18,3.0,160.0
3651,Nagarbhavi,1.0,900.0,1.0,175.0
3652,Hebbal,3.0,1355.0,3.0,83.87
3653,Sarakki Nagar,3.0,2145.0,4.0,270.0
3654,Malleshwaram,3.0,2475.0,4.0,300.0
3655,Kaggadasapura,2.0,1118.0,2.0,30.0
3656,other,1.0,910.0,1.0,42.0
3658,Hosakerehalli,2.0,1304.0,2.0,100.0
3661,CV Raman Nagar,2.0,1070.0,2.0,47.5
3662,Hebbal,3.0,3500.0,3.0,395.0
3663,Hoodi,2.0,1132.0,2.0,89.37
3665,Hebbal,7.0,2400.0,5.0,550.0
3666,Sector 2 HSR Layout,1.0,794.0,1.0,65.0
3667,Raja Rajeshwari Nagar,2.0,1090.0,2.0,43.59
3668,Gottigere,3.0,1500.0,3.0,70.0
3669,1st Phase JP Nagar,3.0,2059.0,3.0,225.0
3670,Kanakpura Road,1.0,525.0,1.0,30.0
3671,Bhoganhalli,2.0,1447.0,2.0,75.97
3672,Whitefield,2.0,1269.0,2.0,75.0
3673,other,4.0,4800.0,4.0,700.0
3675,Talaghattapura,2.0,1150.0,2.0,28.0
3676,Marathahalli,2.0,1208.0,2.0,70.0
3677,Ramamurthy Nagar,2.0,1185.0,2.0,45.5
3678,Laggere,3.0,1200.0,3.0,130.0
3679,Anekal,2.0,888.0,2.0,34.0
3681,other,1.0,532.0,1.0,22.49
3682,other,3.0,1060.0,3.0,62.0
3683,Electronic City,1.0,700.0,1.0,35.0
3686,Uttarahalli,2.0,1175.0,2.0,47.0
3687,Binny Pete,2.0,1365.0,2.0,122.0
3688,Doddathoguru,2.0,984.0,2.0,51.0
3690,Jalahalli East,3.0,1475.0,3.0,96.0
3691,Haralur Road,2.0,1300.0,2.0,79.0
3694,other,2.0,1550.0,2.0,160.0
3695,Akshaya Nagar,3.0,1666.0,3.0,95.0
3696,Akshaya Nagar,4.0,1410.0,4.0,160.0
3697,Yelahanka,4.0,4025.0,5.0,800.0
3698,Murugeshpalya,3.0,1845.0,3.0,91.0
3699,Sarjapura - Attibele Road,3.0,1676.0,3.0,52.0
3700,Uttarahalli,2.0,1137.0,2.0,63.0
3701,Electronic City,3.0,1360.0,2.0,70.5
3703,Judicial Layout,3.0,1700.0,3.0,155.0
3706,Koramangala,4.0,2400.0,6.0,600.0
3707,Kasavanhalli,3.0,2170.0,3.0,151.0
3709,Electronic City Phase II,3.0,1790.0,3.0,100.0
3710,Doddathoguru,1.0,550.0,1.0,17.0
3712,Somasundara Palya,2.0,1033.0,2.0,48.0
3713,other,2.0,1000.0,2.0,80.0
3717,Kambipura,2.0,883.0,2.0,39.0
3718,other,3.0,1500.0,2.0,97.0
3719,Marathahalli,3.0,1730.0,3.0,139.0
3721,Whitefield,3.0,1545.0,3.0,79.0
3722,other,3.0,1865.0,4.0,140.0
3723,Hebbal Kempapura,2.0,1150.0,2.0,40.0
3725,Kengeri,2.0,963.0,2.0,40.0
3726,Marsur,3.0,1200.0,3.0,120.0
3728,Kaikondrahalli,4.0,1700.0,4.0,108.0
3729,Lingadheeranahalli,3.0,1682.0,3.0,120.0
3731,Hennur Road,2.0,901.0,2.0,49.5
3733,Ambalipura,3.0,1730.0,3.0,120.0
3734,Konanakunte,4.0,1200.0,4.0,125.0
3735,EPIP Zone,3.0,1500.0,3.0,102.0
3736,Sarjapur  Road,4.0,3785.0,6.0,280.0
3739,Horamavu Banaswadi,2.0,1357.0,2.0,54.0
3741,Yelahanka New Town,1.0,350.0,1.0,13.5
3743,Ramamurthy Nagar,3.0,1400.0,3.0,200.0
3744,Sarjapur  Road,1.0,835.0,1.0,46.95
3745,other,2.0,815.0,3.0,160.0
3746,Haralur Road,3.0,1444.0,2.0,80.0
3747,Kanakapura,2.0,1277.0,2.0,55.0
3748,Lingadheeranahalli,3.0,1521.0,3.0,94.71
3750,Vasanthapura,2.0,995.0,2.0,34.82
3751,Old Madras Road,3.0,2760.0,5.0,157.0
3752,Marathahalli,2.0,1325.0,1.0,92.0
3753,Kothanur,6.0,4000.0,6.0,150.0
3754,Marathahalli,3.0,1525.0,3.0,90.0
3756,Electronics City Phase 1,1.0,650.0,1.0,23.0
3757,Old Airport Road,3.0,1858.0,2.0,167.0
3759,Electronic City Phase II,2.0,769.0,2.0,40.0
3760,Electronic City,3.0,1571.0,3.0,105.0
3761,Hennur Road,3.0,1445.0,3.0,86.56
3762,Hosur Road,3.0,1590.0,2.0,135.0
3763,Bommasandra,2.0,902.0,2.0,49.0
3764,Sarjapur,3.0,2238.0,3.0,140.0
3767,Haralur Road,2.0,1088.0,2.0,68.0
3770,Kundalahalli,3.0,1920.0,3.0,150.0
3771,Margondanahalli,2.0,1000.0,2.0,57.0
3774,Horamavu Agara,2.0,1106.0,2.0,43.09
3777,Thanisandra,1.0,923.0,1.0,45.69
3778,Sarjapur  Road,3.0,2900.0,3.0,285.0
3779,Lakshminarayana Pura,2.0,1175.0,2.0,75.0
3780,Thubarahalli,2.0,975.0,2.0,55.0
